brand_name,generic_name,manufacturer,source
GPO Ranitidine Tablet,Ranitidine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Famotidine Tablet,Famotidine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Domperidone Tablet,Domperidone,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Metoclopramide Tablet,Metoclopramide,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Prednisolone Tablet,Prednisolone,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Dexamethasone Tablet,Dexamethasone,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Ibuprofen Tablet,Ibuprofen,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Diclofenac Tablet,Diclofenac,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Mefenamic Acid Tablet,Mefenamic acid,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Paracetamol Tablet,Paracetamol,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Cetirizine Tablet,Cetirizine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Loratadine Tablet,Loratadine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Chlorpheniramine Tablet,Chlorpheniramine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Hydroxyzine Tablet,Hydroxyzine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO Allopurinol Tablet,Allopurinol,Government Pharmaceutical Organization,AI-Enriched-2026
TNP-Chlorpheniramine-Tablet,Chlorpheniramine maleate,Thai Nakorn Patana,AI-Enriched-2026
TNP-Dimenhydrinate-Tablet,Dimenhydrinate,Thai Nakorn Patana,AI-Enriched-2026
TNP-Hydroxyzine-Tablet,Hydroxyzine hydrochloride,Thai Nakorn Patana,AI-Enriched-2026
TNP-Diphenhydramine-Capsule,Diphenhydramine hydrochloride,Thai Nakorn Patana,AI-Enriched-2026
TNP-Salbutamol-Tablet,Salbutamol sulfate,Thai Nakorn Patana,AI-Enriched-2026
TNP-Terbutaline-Tablet,Terbutaline sulfate,Thai Nakorn Patana,AI-Enriched-2026
TNP-Bromhexine-Tablet,Bromhexine hydrochloride,Thai Nakorn Patana,AI-Enriched-2026
TNP-Ambroxol-Tablet,Ambroxol hydrochloride,Thai Nakorn Patana,AI-Enriched-2026
TNP-Glyceryl-Guaiacolate-Syrup,Guaifenesin,Thai Nakorn Patana,AI-Enriched-2026
TNP-Dextromethorphan-Tablet,Dextromethorphan hydrobromide,Thai Nakorn Patana,AI-Enriched-2026
TNP-Hyoscine-Butylbromide-Tablet,Hyoscine butylbromide,Thai Nakorn Patana,AI-Enriched-2026
TNP-Domperidone-Suspension,Domperidone,Thai Nakorn Patana,AI-Enriched-2026
TNP-Metoclopramide-Tablet,Metoclopramide hydrochloride,Thai Nakorn Patana,AI-Enriched-2026
TNP-Aluminum-Magnesium-Tablet,Aluminum hydroxide;Magnesium hydroxide,Thai Nakorn Patana,AI-Enriched-2026
TNP-Simethicone-Tablet,Simethicone,Thai Nakorn Patana,AI-Enriched-2026
Siam-Amlodipine-Besylate-5,Amlodipine besilate,Siam Pharmaceutical,AI-Enriched-2026
Siam-Amlodipine-Besylate-10,Amlodipine besilate,Siam Pharmaceutical,AI-Enriched-2026
Siam-Enalapril-Maleate-5,Enalapril maleate,Siam Pharmaceutical,AI-Enriched-2026
Siam-Enalapril-Maleate-20,Enalapril maleate,Siam Pharmaceutical,AI-Enriched-2026
Siam-Simvastatin-Tablet-10,Simvastatin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Simvastatin-Tablet-20,Simvastatin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Simvastatin-Tablet-40,Simvastatin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Atorvastatin-Calcium-10,Atorvastatin calcium,Siam Pharmaceutical,AI-Enriched-2026
Siam-Atorvastatin-Calcium-20,Atorvastatin calcium,Siam Pharmaceutical,AI-Enriched-2026
Siam-Atorvastatin-Calcium-40,Atorvastatin calcium,Siam Pharmaceutical,AI-Enriched-2026
Siam-Rosuvastatin-Calcium-5,Rosuvastatin calcium,Siam Pharmaceutical,AI-Enriched-2026
Siam-Rosuvastatin-Calcium-10,Rosuvastatin calcium,Siam Pharmaceutical,AI-Enriched-2026
Siam-Metformin-HCL-500,Metformin hydrochloride,Siam Pharmaceutical,AI-Enriched-2026
Siam-Metformin-HCL-850,Metformin hydrochloride,Siam Pharmaceutical,AI-Enriched-2026
Siam-Gliclazide-Tablet-80,Gliclazide,Siam Pharmaceutical,AI-Enriched-2026
Siam-Glimepiride-Tablet-1,Glimepiride,Siam Pharmaceutical,AI-Enriched-2026
Siam-Glimepiride-Tablet-2,Glimepiride,Siam Pharmaceutical,AI-Enriched-2026
Berlin-Candesartan-Tablet-8,Candesartan cilexetil,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Candesartan-Tablet-16,Candesartan cilexetil,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Irbesartan-Tablet-150,Irbesartan,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Irbesartan-Tablet-300,Irbesartan,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Valsartan-Tablet-80,Valsartan,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Valsartan-Tablet-160,Valsartan,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Telmisartan-Tablet-40,Telmisartan,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Telmisartan-Tablet-80,Telmisartan,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Bisoprolol-Fumarate-2.5,Bisoprolol fumarate,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Bisoprolol-Fumarate-5,Bisoprolol fumarate,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Nebivolol-HCL-5,Nebivolol hydrochloride,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Carvedilol-Tablet-6.25,Carvedilol,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Carvedilol-Tablet-12.5,Carvedilol,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Lercanidipine-HCL-10,Lercanidipine hydrochloride,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Lercanidipine-HCL-20,Lercanidipine hydrochloride,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Amlodipine-Tab-5,Amlodipine besilate,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Amlodipine-Tab-10,Amlodipine besilate,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Metformin-XR-500-Tab,Metformin hydrochloride,Berlin Pharmaceutical,AI-Enriched-2026
Bio-Praz,Omeprazole,Biolab,AI-Enriched-2026
Bio-Pantop,Pantoprazole,Biolab,AI-Enriched-2026
Bio-Lansop,Lansoprazole,Biolab,AI-Enriched-2026
Bio-Esome,Esomeprazole,Biolab,AI-Enriched-2026
Bio-Rabep,Rabeprazole,Biolab,AI-Enriched-2026
Bio-Lipid,Gemfibrozil,Biolab,AI-Enriched-2026
Bio-Feno,Fenofibrate,Biolab,AI-Enriched-2026
Bio-Glic,Gliclazide,Biolab,AI-Enriched-2026
Bio-Glime,Glimepiride,Biolab,AI-Enriched-2026
Bio-Sitag,Sitagliptin,Biolab,AI-Enriched-2026
Bio-Vilda,Vildagliptin,Biolab,AI-Enriched-2026
Bio-Losar,Losartan,Biolab,AI-Enriched-2026
Bio-Valtan,Valsartan,Biolab,AI-Enriched-2026
Bio-Candil,Candesartan,Biolab,AI-Enriched-2026
Bio-Irbes,Irbesartan,Biolab,AI-Enriched-2026
Bio-Olmet,Olmesartan,Biolab,AI-Enriched-2026
Bio-Metfo,Metformin,Biolab,AI-Enriched-2026
Bio-Dapa,Dapagliflozin,Biolab,AI-Enriched-2026
Bio-Empa,Empagliflozin,Biolab,AI-Enriched-2026
Bio-Sitag-Met,Sitagliptin;Metformin,Biolab,AI-Enriched-2026
TP-Bisop,Bisoprolol,T.P. Drug Laboratories,AI-Enriched-2026
TP-Carvedil,Carvedilol,T.P. Drug Laboratories,AI-Enriched-2026
TP-Nebivol,Nebivolol,T.P. Drug Laboratories,AI-Enriched-2026
TP-Lercan,Lercanidipine,T.P. Drug Laboratories,AI-Enriched-2026
TP-Felod,Felodipine,T.P. Drug Laboratories,AI-Enriched-2026
TP-Nifed,Nifedipine,T.P. Drug Laboratories,AI-Enriched-2026
TP-Dilti,Diltiazem,T.P. Drug Laboratories,AI-Enriched-2026
TP-Verap,Verapamil,T.P. Drug Laboratories,AI-Enriched-2026
TP-Doxaz,Doxazosin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Tamsu,Tamsulosin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Finast,Finasteride,T.P. Drug Laboratories,AI-Enriched-2026
TP-Dutas,Dutasteride,T.P. Drug Laboratories,AI-Enriched-2026
TP-Alfu,Alfuzosin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Silod,Silodosin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Cele,Celecoxib,T.P. Drug Laboratories,AI-Enriched-2026
TP-Eto,Etoricoxib,T.P. Drug Laboratories,AI-Enriched-2026
TP-Melo,Meloxicam,T.P. Drug Laboratories,AI-Enriched-2026
TP-Tenox,Tenoxicam,T.P. Drug Laboratories,AI-Enriched-2026
TP-Indo,Indomethacin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Pirox,Piroxicam,T.P. Drug Laboratories,AI-Enriched-2026
Mega We Care Cholezz,Krill oil,Mega Lifesciences,AI-Enriched-2026
Mega We Care Pycnogenol,Pinus pinaster extract,Mega Lifesciences,AI-Enriched-2026
Mega We Care Abalon,Abalone powder,Mega Lifesciences,AI-Enriched-2026
Mega We Care Multi Live,Multivitamins,Mega Lifesciences,AI-Enriched-2026
Mega We Care Seniorvit,Multivitamins;Minerals,Mega Lifesciences,AI-Enriched-2026
Mega We Care Teenivit,Multivitamins;Minerals,Mega Lifesciences,AI-Enriched-2026
Mega We Care Acna Care Advance,Zinc;Vitamin C;Vitamin E;Chromium,Mega Lifesciences,AI-Enriched-2026
Mega We Care Flexigen Pro,Collagen hydrolysate,Mega Lifesciences,AI-Enriched-2026
Mega We Care Eugica Lozenges,Herbal extract,Mega Lifesciences,AI-Enriched-2026
Mega We Care Garlic 1000,Garlic oil,Mega Lifesciences,AI-Enriched-2026
Terramycin Ophthalmic Ointment,Oxytetracycline;Polymyxin B,Pfizer,AI-Enriched-2026
Premia 2.5,Conjugated Estrogens;Medroxyprogesterone,Pfizer,AI-Enriched-2026
Serenace 0.5,Haloperidol,Pfizer,AI-Enriched-2026
Serenace 2,Haloperidol,Pfizer,AI-Enriched-2026
Serenace 5,Haloperidol,Pfizer,AI-Enriched-2026
Eldepryl 5,Selegiline,Pfizer,AI-Enriched-2026
Geodon 40,Ziprasidone,Pfizer,AI-Enriched-2026
Geodon 60,Ziprasidone,Pfizer,AI-Enriched-2026
Navane 5,Thiothixene,Pfizer,AI-Enriched-2026
Glucotrol 5,Glipizide,Pfizer,AI-Enriched-2026
Diabinese 250,Chlorpropamide,Pfizer,AI-Enriched-2026
Micronase 5,Glyburide,Pfizer,AI-Enriched-2026
Hemabate Injection,Carboprost,Pfizer,AI-Enriched-2026
Edronax 4,Reboxetine,Pfizer,AI-Enriched-2026
Zovirax Eye Ointment,Acyclovir,GSK,AI-Enriched-2026
Bactroban Nasal Ointment,Mupirocin,GSK,AI-Enriched-2026
Betnovate-N Cream,Betamethasone;Neomycin,GSK,AI-Enriched-2026
Betnovate-N Ointment,Betamethasone;Neomycin,GSK,AI-Enriched-2026
Betnovate-C Cream,Betamethasone;Clioquinol,GSK,AI-Enriched-2026
Betnovate-C Ointment,Betamethasone;Clioquinol,GSK,AI-Enriched-2026
Betnovate Scalp Lotion,Betamethasone,GSK,AI-Enriched-2026
Dermovate Scalp Lotion,Clobetasol,GSK,AI-Enriched-2026
Alkeran 2mg,Melphalan,GSK,AI-Enriched-2026
Purinethol 50mg,Mercaptopurine,GSK,AI-Enriched-2026
Menjugate Vaccine,Neisseria meningitidis group C vaccine,GSK,AI-Enriched-2026
Rabipur Vaccine,Rabies virus vaccine,GSK,AI-Enriched-2026
Encepur Vaccine,Tick-borne encephalitis vaccine,GSK,AI-Enriched-2026
Infanrix-Hexa Vaccine,Diphtheria;Tetanus;Pertussis;Hepatitis B;Polio;Haemophilus Influenzae B vaccine,GSK,AI-Enriched-2026
Infanrix-IPV Vaccine,Diphtheria;Tetanus;Pertussis;Polio vaccine,GSK,AI-Enriched-2026
Priorix-Tetra Vaccine,Measles;Mumps;Rubella;Varicella vaccine,GSK,AI-Enriched-2026
Havrix 720 Junior Vaccine,Hepatitis A vaccine,GSK,AI-Enriched-2026
Engerix-B 20 Vaccine,Hepatitis B vaccine,GSK,AI-Enriched-2026
Twinrix Adult Vaccine,Hepatitis A vaccine;Hepatitis B vaccine,GSK,AI-Enriched-2026
Twinrix Junior Vaccine,Hepatitis A vaccine;Hepatitis B vaccine,GSK,AI-Enriched-2026
Rotarix Oral Vaccine,Rotavirus vaccine,GSK,AI-Enriched-2026
Synflorix 10 Vaccine,Pneumococcal vaccine,GSK,AI-Enriched-2026
Fluarix Tetra Vaccine,Influenza vaccine,GSK,AI-Enriched-2026
Boostrix-IPV Vaccine,Diphtheria;Tetanus;Pertussis;Polio vaccine,GSK,AI-Enriched-2026
Tenoret 50 Tablet,Atenolol;Chlorthalidone,AstraZeneca,AI-Enriched-2026
Tenoret 100 Tablet,Atenolol;Chlorthalidone,AstraZeneca,AI-Enriched-2026
Zestoretic 20 Tablet,Lisinopril;Hydrochlorothiazide,AstraZeneca,AI-Enriched-2026
Inderide 40 Tablet,Propranolol;Hydrochlorothiazide,AstraZeneca,AI-Enriched-2026
Inderide 80 Tablet,Propranolol;Hydrochlorothiazide,AstraZeneca,AI-Enriched-2026
Vimovo 500/20 Tablet,Naproxen;Esomeprazole,AstraZeneca,AI-Enriched-2026
Zoladex 10.8mg Implant,Goserelin,AstraZeneca,AI-Enriched-2026
Casodex 150mg Tablet,Bicalutamide,AstraZeneca,AI-Enriched-2026
Koselugo 25mg Capsule,Selumetinib,AstraZeneca,AI-Enriched-2026
Tagrisso 40mg Tablet,Osimertinib,AstraZeneca,AI-Enriched-2026
Lynparza 100mg Tablet,Olaparib,AstraZeneca,AI-Enriched-2026
Lokelma 5g Powder,Sodium zirconium cyclosilicate,AstraZeneca,AI-Enriched-2026
Aprovel 75,Irbesartan,Sanofi,AI-Enriched-2026
Co-Aprovel 300/12.5,Irbesartan;Hydrochlorothiazide,Sanofi,AI-Enriched-2026
Lantus SoloStar,Insulin glargine,Sanofi,AI-Enriched-2026
Toujeo SoloStar,Insulin glargine,Sanofi,AI-Enriched-2026
Apidra SoloStar,Insulin glulisine,Sanofi,AI-Enriched-2026
Insuman Rapid,Insulin human,Sanofi,AI-Enriched-2026
Insuman Basal,Insulin isophane,Sanofi,AI-Enriched-2026
Insuman Comb 25,Insulin human;Insulin isophane,Sanofi,AI-Enriched-2026
Allegra 60,Fexofenadine hydrochloride,Sanofi,AI-Enriched-2026
Allegra 180,Fexofenadine hydrochloride,Sanofi,AI-Enriched-2026
Telfast 60,Fexofenadine hydrochloride,Sanofi,AI-Enriched-2026
Telfast 120,Fexofenadine hydrochloride,Sanofi,AI-Enriched-2026
Telfast 180,Fexofenadine hydrochloride,Sanofi,AI-Enriched-2026
Amaryl 3,Glimepiride,Sanofi,AI-Enriched-2026
Soliqua 100/33,Insulin glargine;Lixisenatide,Sanofi,AI-Enriched-2026
Rocephin 500mg,Ceftriaxone,Roche,AI-Enriched-2026
Dormicum Injection,Midazolam,Roche,AI-Enriched-2026
Dormicum 7.5,Midazolam,Roche,AI-Enriched-2026
Tarceva 100,Erlotinib,Roche,AI-Enriched-2026
Alecensa 150,Alectinib,Roche,AI-Enriched-2026
Xenical 120,Orlistat,Roche,AI-Enriched-2026
Madopar 200/50,Levodopa;Benserazide,Roche,AI-Enriched-2026
Madopar HBS 100/25,Levodopa;Benserazide,Roche,AI-Enriched-2026
Rocaltrol 0.25,Calcitriol,Roche,AI-Enriched-2026
Rocaltrol 0.5,Calcitriol,Roche,AI-Enriched-2026
Pegasys 135,Peginterferon alfa-2a,Roche,AI-Enriched-2026
Neupogen 48,Filgrastim,Roche,AI-Enriched-2026
CellCept 500,Mycophenolate mofetil,Roche,AI-Enriched-2026
Diovan 40,Valsartan,Novartis,AI-Enriched-2026
Exforge 5/80,Amlodipine;Valsartan,Novartis,AI-Enriched-2026
Galvus Met 50/500,Vildagliptin;Metformin hydrochloride,Novartis,AI-Enriched-2026
Tegretol CR 400,Carbamazepine,Novartis,AI-Enriched-2026
Ritalin LA 10,Methylphenidate hydrochloride,Novartis,AI-Enriched-2026
Ritalin LA 30,Methylphenidate hydrochloride,Novartis,AI-Enriched-2026
Ritalin LA 40,Methylphenidate hydrochloride,Novartis,AI-Enriched-2026
Sandostatin 100mcg,Octreotide,Novartis,AI-Enriched-2026
Sandostatin 500mcg,Octreotide,Novartis,AI-Enriched-2026
Lucentis 2.3mg/ml,Ranibizumab,Novartis,AI-Enriched-2026
Hydergine 1mg,Ergoloid mesylates,Novartis,AI-Enriched-2026
Hydergine FAS,Ergoloid mesylates,Novartis,AI-Enriched-2026
Cafergot 1/100,Ergotamine tartrate;Caffeine,Novartis,AI-Enriched-2026
Parlodel 2.5,Bromocriptine,Novartis,AI-Enriched-2026
Janumet 50/1000,Sitagliptin;Metformin hydrochloride,MSD,AI-Enriched-2026
Cozaar 25,Losartan potassium,MSD,AI-Enriched-2026
Hyzaar 100/12.5,Losartan potassium;Hydrochlorothiazide,MSD,AI-Enriched-2026
Singulair 4mg,Montelukast sodium,MSD,AI-Enriched-2026
Zocor 80,Simvastatin,MSD,AI-Enriched-2026
Keytruda 100mg/4ml,Pembrolizumab,MSD,AI-Enriched-2026
Arcoxia 30,Etoricoxib,MSD,AI-Enriched-2026
Arcoxia 120,Etoricoxib,MSD,AI-Enriched-2026
One-A-Day Men,Multivitamins;Minerals,Bayer,AI-Enriched-2026
One-A-Day Women,Multivitamins;Minerals,Bayer,AI-Enriched-2026
One-A-Day Kids,Multivitamins;Minerals,Bayer,AI-Enriched-2026
Flintstones Vitamins,Multivitamins;Minerals,Bayer,AI-Enriched-2026
Naprogesic 275,Naproxen sodium,Bayer,AI-Enriched-2026
Saridon-P,Paracetamol;Propyphenazone;Caffeine,Bayer,AI-Enriched-2026
Priorin,Biotin;L-Cystine;Millet extract;Calcium pantothenate,Bayer,AI-Enriched-2026
Gynomyk,Butoconazole nitrate,Bayer,AI-Enriched-2026
Mycospor-K,Bifonazole;Urea,Bayer,AI-Enriched-2026
Bayotensin,Nitrendipine,Bayer,AI-Enriched-2026
Osnil,Nilvadipine,Bayer,AI-Enriched-2026
Incudal,Isradipine,Bayer,AI-Enriched-2026
Stigmosane,Neostigmine,Bayer,AI-Enriched-2026
Uvamin,Nitrofurantoin,Bayer,AI-Enriched-2026
Vagitrol,Sulfanilamide,Bayer,AI-Enriched-2026
Gynix,Clotrimazole,Bayer,AI-Enriched-2026
Sastid,Sulfur;Salicylic acid,Bayer,AI-Enriched-2026
Stiprox,Ciclopirox olamine,Bayer,AI-Enriched-2026
Zeasorb,Miconazole nitrate,Bayer,AI-Enriched-2026
Colfarit,Aspirin,Bayer,AI-Enriched-2026
Aspirin-C,Aspirin;Ascorbic acid,Bayer,AI-Enriched-2026
Aspirin-Plus-C,Aspirin;Ascorbic acid,Bayer,AI-Enriched-2026
Canesten-HC,Clotrimazole;Hydrocortisone,Bayer,AI-Enriched-2026
Naxen,Naproxen,Bayer,AI-Enriched-2026
Sali-Adalat,Nifedipine;Aspirin,Bayer,AI-Enriched-2026
Climen,Estradiol valerate;Cyproterone acetate,Bayer,AI-Enriched-2026
Motrin IB,Ibuprofen,J&J,AI-Enriched-2026
Visine Original,Tetrahydrozoline hydrochloride,J&J,AI-Enriched-2026
Nicorette Gum,Nicotine polacrilex,J&J,AI-Enriched-2026
Nicorette Patch,Nicotine,J&J,AI-Enriched-2026
Daktarin Gold,Ketoconazole,J&J,AI-Enriched-2026
Daktarin Powder,Miconazole nitrate,J&J,AI-Enriched-2026
Pevaryl PV,Econazole nitrate,J&J,AI-Enriched-2026
Acid-X,Famotidine,J&J,AI-Enriched-2026
Topamax Sprinkles,Topiramate,J&J,AI-Enriched-2026
Risperdal M-Tab,Risperidone,J&J,AI-Enriched-2026
Invega Hafyera,Paliperidone palmitate,J&J,AI-Enriched-2026
Tremfya One-Press,Guselkumab,J&J,AI-Enriched-2026
Simponi Smartject,Golimumab,J&J,AI-Enriched-2026
Euvax B,Hepatitis B Vaccine (Recombinant),Abbott,AI-Enriched-2026
Infectoflam,Gentamicin sulfate;Dexamethasone sodium phosphate,Abbott,AI-Enriched-2026
Fenogal,Fenofibrate,Abbott,AI-Enriched-2026
Betaserc,Betahistine dihydrochloride,Abbott,AI-Enriched-2026
Duphalac Fruit,Lactulose,Abbott,AI-Enriched-2026
Survanta 4ml,Beractant,Abbott,AI-Enriched-2026
Survanta 8ml,Beractant,Abbott,AI-Enriched-2026
Klaricid,Clarithromycin,Abbott,AI-Enriched-2026
Pediazole,Erythromycin ethylsuccinate;Sulfisoxazole acetyl,Abbott,AI-Enriched-2026
Ceclor CD,Cefaclor,Eli Lilly,AI-Enriched-2026
Vancocin CP,Vancomycin hydrochloride,Eli Lilly,AI-Enriched-2026
Temptal,Pentoxifylline,Sun Pharmaceutical,AI-Enriched-2026
Stalopam,Escitalopram,Lupin,AI-Enriched-2026
Etoshine,Etoricoxib,Sun Pharmaceutical,AI-Enriched-2026
Nizonide,Nitazoxanide,Alkem Laboratories,AI-Enriched-2026
Prigab,Pregabalin,Torrent Pharmaceuticals,AI-Enriched-2026
Vogli,Voglibose,Sun Pharmaceutical,AI-Enriched-2026
Telekast,Montelukast,Lupin,AI-Enriched-2026
Glimestar,Glimepiride,Mankind Pharma,AI-Enriched-2026
Gliride,Glimepiride,Sun Pharmaceutical,AI-Enriched-2026
Pantodac,Pantoprazole,Zydus Lifesciences,AI-Enriched-2026
Cyra,Rabeprazole,Systopic Laboratories,AI-Enriched-2026
Quintor,Ciprofloxacin,Torrent Pharmaceuticals,AI-Enriched-2026
Rosyn,Rosuvastatin,Sun Pharmaceutical,AI-Enriched-2026
Atorlip,Atorvastatin,Cipla,AI-Enriched-2026
Loprin,Aspirin,Unichem Laboratories,AI-Enriched-2026
Obimet,Metformin,Abbott India,AI-Enriched-2026
Cilaheart,Cilnidipine,Mankind Pharma,AI-Enriched-2026
Bradia,Ivabradine,Sun Pharmaceutical,AI-Enriched-2026
Eternex,Teneligliptin,Micro Labs,AI-Enriched-2026
Tenefit,Teneligliptin,Systopic Laboratories,AI-Enriched-2026
Calcirol,Cholecalciferol,Cadila Pharmaceuticals,AI-Enriched-2026
Dexorange,Ferric ammonium citrate;Cyanocobalamin;Folic acid,Franco-Indian Pharmaceuticals,AI-Enriched-2026
Esomac,Esomeprazole,Cipla,AI-Enriched-2026
MyHep All,Sofosbuvir;Velpatasvir,Mylan,AI-Enriched-2026
Resof,Sofosbuvir,Dr. Reddy's Laboratories,AI-Enriched-2026
Tenof,Tenofovir Alafenamide,Hetero Drugs,AI-Enriched-2026
Entavir,Entecavir,Cipla,AI-Enriched-2026
Geftib,Gefitinib,Glenmark Pharmaceuticals,AI-Enriched-2026
Erlotec,Erlotinib,Cipla,AI-Enriched-2026
Sorafekast,Sorafenib,Aprazer Healthcare,AI-Enriched-2026
Imaten,Imatinib,Sun Pharmaceutical,AI-Enriched-2026
Euglim,Glimepiride,Zydus Lifesciences,AI-Enriched-2026
Metpure XL,Metoprolol,Emcure Pharmaceuticals,AI-Enriched-2026
Bisocar,Bisoprolol,Unichem Laboratories,AI-Enriched-2026
Carloc,Carvedilol,Cipla,AI-Enriched-2026
Nebistar,Nebivolol,Lupin,AI-Enriched-2026
Telsartan,Telmisartan,Dr. Reddy's Laboratories,AI-Enriched-2026
Olvance,Olmesartan,Ranbaxy Laboratories,AI-Enriched-2026
Valent,Valsartan,Lupin,AI-Enriched-2026
Telmichek,Telmisartan,Indoco Remedies,AI-Enriched-2026
Rabium,Rabeprazole,Intas Pharmaceuticals,AI-Enriched-2026
Sitazit,Sitagliptin,Glenmark Pharmaceuticals,AI-Enriched-2026
Voglitor,Voglibose,Torrent Pharmaceuticals,AI-Enriched-2026
Teneglyn,Teneligliptin,Zydus Lifesciences,AI-Enriched-2026
Glisen,Glimepiride,Alembic Pharmaceuticals,AI-Enriched-2026
Combiwave,Formoterol;Budesonide,Glenmark Pharmaceuticals,AI-Enriched-2026
Salbair,Levosalbutamol,Lupin,AI-Enriched-2026
Derinide,Budesonide,Zydus Lifesciences,AI-Enriched-2026
Zapiz,Clonazepam,Intas Pharmaceuticals,AI-Enriched-2026
Etizola,Etizolam,Macleods Pharmaceuticals,AI-Enriched-2026
Madrabon Tablet,Sulfadimethoxine,Roche,AI-Enriched-2026
Madrabon Syrup,Sulfadimethoxine,Roche,AI-Enriched-2026
Konakion Pediatric,Phytomenadione,Roche,AI-Enriched-2026
Aurorix 300,Moclobemide,Roche,AI-Enriched-2026
Inhibace 5,Cilazapril,Roche,AI-Enriched-2026
Rivotril Drop,Clonazepam,Roche,AI-Enriched-2026
Dilatrend 12.5mg,Carvedilol,Roche,AI-Enriched-2026
Valium Injection,Diazepam,Roche,AI-Enriched-2026
Librium 25,Chlordiazepoxide,Roche,AI-Enriched-2026
Kytril 2mg,Granisetron,Roche,AI-Enriched-2026
Rocephin 2g,Ceftriaxone,Roche,AI-Enriched-2026
Kopegus 200,Ribavirin,Roche,AI-Enriched-2026
Herceptin 600mg,Trastuzumab,Roche,AI-Enriched-2026
MabThera 1400mg,Rituximab,Roche,AI-Enriched-2026
Phesgo 600/600,Pertuzumab;Trastuzumab,Roche,AI-Enriched-2026
Phesgo 1200/600,Pertuzumab;Trastuzumab,Roche,AI-Enriched-2026
Susvimo 100mg,Ranibizumab,Roche,AI-Enriched-2026
Vabysmo 6mg,Faricimab,Roche,AI-Enriched-2026
Columvi 2.5mg,Glofitamab,Roche,AI-Enriched-2026
Columvi 10mg,Glofitamab,Roche,AI-Enriched-2026
Lunsumio 1mg,Mosunetuzumab,Roche,AI-Enriched-2026
Lunsumio 60mg,Mosunetuzumab,Roche,AI-Enriched-2026
PiaSky 340mg,Crovalimab,Roche,AI-Enriched-2026
Itovebi 9mg,Inavolisib,Roche,AI-Enriched-2026
Fungizone IV,Amphotericin B,BMS,AI-Enriched-2026
Taxol 300mg,Paclitaxel,BMS,AI-Enriched-2026
Paraplatin 600mg,Carboplatin,BMS,AI-Enriched-2026
Mutamycin 20,Mitomycin,BMS,AI-Enriched-2026
VePesid 100,Etoposide,BMS,AI-Enriched-2026
Ixempra 45,Ixabepilone,BMS,AI-Enriched-2026
Baraclude 1,Entecavir,BMS,AI-Enriched-2026
Reyataz 300,Atazanavir,BMS,AI-Enriched-2026
Sustiva 600,Efavirenz,BMS,AI-Enriched-2026
Daklinza 60,Daclatasvir,BMS,AI-Enriched-2026
Sunvepra 100,Asunaprevir,BMS,AI-Enriched-2026
Sprycel 100,Dasatinib,BMS,AI-Enriched-2026
Empliciti 400,Elotuzumab,BMS,AI-Enriched-2026
Camzyos 2.5,Mavacamten,BMS,AI-Enriched-2026
Camzyos 10,Mavacamten,BMS,AI-Enriched-2026
Onureg 300,Azacitidine,BMS,AI-Enriched-2026
Idhifa 100,Enasidenib,BMS,AI-Enriched-2026
Glucophage XR 1000,Metformin,Merck,AI-Enriched-2026
Thyrozol 10,Thiamazole,Merck,AI-Enriched-2026
Euthyrox 50,Levothyroxine,Merck,AI-Enriched-2026
Saizen 12,Somatropin,Merck,AI-Enriched-2026
