procedure_code,procedure_name,english_name,category,min_cost_thb,max_cost_thb,region,facility_tier,source
IMG-572,การตรวจเอกซเรย์ข้อเข่าสองข้างท่ายืน,X-ray Both Knees (Standing),Diagnostic Imaging,400,900,National,public,AI-Enriched-2026
IMG-573,การตรวจคลื่นแม่เหล็กไฟฟ้าข้อไหล่,MRI Shoulder,Diagnostic Imaging,8000,16500,Bangkok,private,AI-Enriched-2026
IMG-574,การตรวจเอกซเรย์คอมพิวเตอร์สมองแบบฉีดสี,CT Brain with contrast,Diagnostic Imaging,6500,13000,National,private,AI-Enriched-2026
IMG-575,การตรวจอัลตราซาวด์หลอดเลือดแดงที่คอ,Carotid Doppler Ultrasound,Diagnostic Imaging,2500,5000,Bangkok,private,AI-Enriched-2026
IMG-576,การตรวจเอกซเรย์เท้าหรือข้อเท้า,X-ray Foot or Ankle,Diagnostic Imaging,250,600,National,public,AI-Enriched-2026
IMG-577,การตรวจเอกซเรย์คอมพิวเตอร์ระบบทางเดินปัสสาวะ,CT KUB,Diagnostic Imaging,5000,11000,National,private,AI-Enriched-2026
IMG-578,การตรวจคลื่นแม่เหล็กไฟฟ้ากระดูกสันหลังส่วนอก,MRI Thoracic Spine,Diagnostic Imaging,7000,14000,National,private,AI-Enriched-2026
IMG-579,การตรวจความหนาแน่นมวลกระดูกที่สะโพกและกระดูกสันหลัง,Bone Densitometry (DEXA Scan),Diagnostic Imaging,1800,4000,National,private,AI-Enriched-2026
IMG-580,การตรวจเอกซเรย์ข้อมือหรือมือ,X-ray Wrist or Hand,Diagnostic Imaging,250,600,National,public,AI-Enriched-2026
IMG-581,การตรวจอัลตราซาวด์ระบบทางเดินปัสสาวะ,Ultrasound KUB,Diagnostic Imaging,1000,2800,National,public,AI-Enriched-2026
IMG-582,การตรวจเอกซเรย์คอมพิวเตอร์ช่องท้องส่วนบนแบบฉีดสี,CT Upper Abdomen with contrast,Diagnostic Imaging,6500,14000,Bangkok,private,AI-Enriched-2026
IMG-583,การตรวจคลื่นแม่เหล็กไฟฟ้าอุ้งเชิงกราน,MRI Pelvis,Diagnostic Imaging,8500,18000,National,private,AI-Enriched-2026
IMG-584,การตรวจเอกซเรย์ข้อไหล่,X-ray Shoulder,Diagnostic Imaging,300,700,National,public,AI-Enriched-2026
IMG-585,การตรวจเอกซเรย์คอมพิวเตอร์ช่องท้องส่วนล่างแบบฉีดสี,CT Lower Abdomen with contrast,Diagnostic Imaging,6500,14000,Bangkok,private,AI-Enriched-2026
IMG-586,การตรวจคลื่นแม่เหล็กไฟฟ้าสมองและหลอดเลือดสมอง,MRI Brain and MRA,Diagnostic Imaging,12000,24000,Bangkok,private,AI-Enriched-2026
IMG-587,การตรวจอัลตราซาวด์ถุงอัณฑะ,Ultrasound Scrotum,Diagnostic Imaging,1200,3200,National,private,AI-Enriched-2026
IMG-588,การตรวจเอกซเรย์กระดูกต้นขาหรือขาส่วนล่าง,X-ray Femur or Lower Leg,Diagnostic Imaging,350,800,National,public,AI-Enriched-2026
IMG-589,การตรวจเอกซเรย์คอมพิวเตอร์กระดูกสันหลังส่วนคอ,CT Cervical Spine,Diagnostic Imaging,4000,9500,National,private,AI-Enriched-2026
IMG-590,การตรวจคลื่นแม่เหล็กไฟฟ้าข้อสะโพก,MRI Hip,Diagnostic Imaging,8000,17000,Bangkok,private,AI-Enriched-2026
IMG-591,การตรวจเอกซเรย์คอมพิวเตอร์กระดูกสันหลังส่วนอก,CT Thoracic Spine,Diagnostic Imaging,4000,9500,National,private,AI-Enriched-2026
IMG-592,การตรวจอัลตราซาวด์ดอปเปลอร์หลอดเลือดแดงขา,Ultrasound Doppler Arterial (Lower Ext),Diagnostic Imaging,2500,5500,National,private,AI-Enriched-2026
IMG-593,การตรวจเอกซเรย์กระดูกสันหลังส่วนอก 2 ท่า,T-spine X-ray (2 views),Diagnostic Imaging,400,900,National,public,AI-Enriched-2026
IMG-594,การตรวจเอกซเรย์คอมพิวเตอร์กระดูกสันหลังส่วนเอว,CT Lumbar Spine,Diagnostic Imaging,4000,9500,National,private,AI-Enriched-2026
IMG-595,การตรวจคลื่นแม่เหล็กไฟฟ้าข้อเท้า,MRI Ankle,Diagnostic Imaging,7500,16000,Bangkok,private,AI-Enriched-2026
IMG-596,การตรวจลำไส้ใหญ่โดยการสวนแป้ง,Barium Enema,Diagnostic Imaging,2000,4500,National,public,AI-Enriched-2026
IMG-597,การตรวจเอกซเรย์คอมพิวเตอร์ลำคอ,CT Neck,Diagnostic Imaging,5000,11000,Bangkok,private,AI-Enriched-2026
IMG-598,การตรวจอัลตราซาวด์ดอปเปลอร์หลอดเลือดดำขา,Ultrasound Doppler Venous (Lower Ext),Diagnostic Imaging,2500,5500,National,private,AI-Enriched-2026
IMG-599,การตรวจคลื่นแม่เหล็กไฟฟ้าข้อมือ,MRI Wrist,Diagnostic Imaging,7500,16000,Bangkok,private,AI-Enriched-2026
END-312,การส่องกล้องตรวจทางเดินอาหารส่วนต้น,Diagnostic Gastroscopy (EGD),Diagnostic Imaging,2500,4500,National,public,AI-Enriched-2026
END-313,การส่องกล้องตรวจทางเดินอาหารส่วนต้น,Diagnostic Gastroscopy (EGD),Diagnostic Imaging,15000,28000,Bangkok,private,AI-Enriched-2026
END-314,การส่องกล้องตรวจทางเดินอาหารส่วนต้นพร้อมการตัดชิ้นเนื้อ,Gastroscopy with Biopsy,Surgery,3500,5500,National,public,AI-Enriched-2026
END-315,การส่องกล้องตรวจทางเดินอาหารส่วนต้นพร้อมการตัดชิ้นเนื้อ,Gastroscopy with Biopsy,Surgery,18000,32000,Bangkok,private,AI-Enriched-2026
END-316,การผูกหลอดเลือดดำโป่งพองในหลอดอาหารผ่านกล้อง,Endoscopic Variceal Ligation (EVL),Surgery,6000,9000,National,public,AI-Enriched-2026
END-317,การผูกหลอดเลือดดำโป่งพองในหลอดอาหารผ่านกล้อง,Endoscopic Variceal Ligation (EVL),Surgery,35000,60000,Bangkok,private,AI-Enriched-2026
END-318,การส่องกล้องเพื่อหยุดเลือดในทางเดินอาหาร,Endoscopic Hemostasis,Surgery,5000,8000,National,public,AI-Enriched-2026
END-319,การส่องกล้องเพื่อหยุดเลือดในทางเดินอาหาร,Endoscopic Hemostasis,Surgery,30000,55000,Bangkok,private,AI-Enriched-2026
END-320,การเจาะกระเพาะอาหารเพื่อวางสายให้อาหารผ่านกล้อง,Percutaneous Endoscopic Gastrostomy (PEG),Surgery,8000,12000,National,public,AI-Enriched-2026
END-321,การเจาะกระเพาะอาหารเพื่อวางสายให้อาหารผ่านกล้อง,Percutaneous Endoscopic Gastrostomy (PEG),Surgery,45000,75000,Bangkok,private,AI-Enriched-2026
END-322,การส่องกล้องตรวจลำไส้ใหญ่,Diagnostic Colonoscopy,Diagnostic Imaging,4500,7500,National,public,AI-Enriched-2026
END-323,การส่องกล้องตรวจลำไส้ใหญ่,Diagnostic Colonoscopy,Diagnostic Imaging,22000,40000,Bangkok,private,AI-Enriched-2026
END-324,การส่องกล้องตัดติ่งเนื้อในลำไส้ใหญ่,Colonoscopy with Polypectomy,Surgery,6000,10000,National,public,AI-Enriched-2026
END-325,การส่องกล้องตัดติ่งเนื้อในลำไส้ใหญ่,Colonoscopy with Polypectomy,Surgery,30000,55000,Bangkok,private,AI-Enriched-2026
END-326,การส่องกล้องตรวจลำไส้ใหญ่พร้อมการตัดชิ้นเนื้อ,Colonoscopy with Biopsy,Surgery,5500,8500,National,public,AI-Enriched-2026
END-327,การส่องกล้องตรวจลำไส้ใหญ่พร้อมการตัดชิ้นเนื้อ,Colonoscopy with Biopsy,Surgery,26000,48000,Bangkok,private,AI-Enriched-2026
END-328,การส่องกล้องตรวจลำไส้ใหญ่ส่วนปลาย,Diagnostic Flexible Sigmoidoscopy,Diagnostic Imaging,2000,3500,National,public,AI-Enriched-2026
END-329,การส่องกล้องตรวจลำไส้ใหญ่ส่วนปลาย,Diagnostic Flexible Sigmoidoscopy,Diagnostic Imaging,12000,22000,Bangkok,private,AI-Enriched-2026
END-330,การส่องกล้องตรวจท่อทางเดินน้ำดีและตับอ่อน,Diagnostic ERCP,Diagnostic Imaging,18000,30000,National,public,AI-Enriched-2026
END-331,การส่องกล้องตรวจท่อทางเดินน้ำดีและตับอ่อน,Diagnostic ERCP,Diagnostic Imaging,85000,140000,Bangkok,private,AI-Enriched-2026
END-332,การส่องกล้องใส่ท่อระบายน้ำดี,ERCP with Biliary Stenting,Surgery,25000,45000,National,public,AI-Enriched-2026
END-333,การส่องกล้องใส่ท่อระบายน้ำดี,ERCP with Biliary Stenting,Surgery,110000,180000,Bangkok,private,AI-Enriched-2026
END-334,การส่องกล้องคล้องนิ่วในท่อน้ำดี,ERCP with Stone Extraction,Surgery,28000,50000,National,public,AI-Enriched-2026
END-335,การส่องกล้องคล้องนิ่วในท่อน้ำดี,ERCP with Stone Extraction,Surgery,120000,200000,Bangkok,private,AI-Enriched-2026
END-336,การส่องกล้องตัดหูรูดท่อน้ำดี,ERCP with Sphincterotomy,Surgery,22000,38000,National,public,AI-Enriched-2026
END-337,การส่องกล้องตัดหูรูดท่อน้ำดี,ERCP with Sphincterotomy,Surgery,95000,160000,Bangkok,private,AI-Enriched-2026
END-338,การส่องกล้องหลอดลม,Diagnostic Bronchoscopy,Diagnostic Imaging,4500,8000,National,public,AI-Enriched-2026
END-339,การส่องกล้องหลอดลม,Diagnostic Bronchoscopy,Diagnostic Imaging,25000,45000,Bangkok,private,AI-Enriched-2026
END-340,การส่องกล้องหลอดลมพร้อมการตัดชิ้นเนื้อผ่านผนังหลอดลม,Bronchoscopy with Transbronchial Biopsy,Surgery,7000,12000,National,public,AI-Enriched-2026
END-341,การส่องกล้องหลอดลมพร้อมการตัดชิ้นเนื้อผ่านผนังหลอดลม,Bronchoscopy with Transbronchial Biopsy,Surgery,35000,60000,Bangkok,private,AI-Enriched-2026
END-342,การล้างทำความสะอาดถุงลมปอดผ่านกล้อง,Bronchoscopy with Bronchoalveolar Lavage,Therapeutic,5500,9000,National,public,AI-Enriched-2026
END-343,การล้างทำความสะอาดถุงลมปอดผ่านกล้อง,Bronchoscopy with Bronchoalveolar Lavage,Therapeutic,28000,50000,Bangkok,private,AI-Enriched-2026
END-344,การตรวจอัลตราซาวด์ผ่านกล้องส่องทางเดินอาหาร,Endoscopic Ultrasound (EUS),Diagnostic Imaging,12000,20000,National,public,AI-Enriched-2026
END-345,การตรวจอัลตราซาวด์ผ่านกล้องส่องทางเดินอาหาร,Endoscopic Ultrasound (EUS),Diagnostic Imaging,45000,85000,Bangkok,private,AI-Enriched-2026
END-346,การเจาะดูดชิ้นเนื้อผ่านกล้องอัลตราซาวด์,EUS with Fine Needle Aspiration (FNA),Surgery,18000,30000,National,public,AI-Enriched-2026
END-347,การเจาะดูดชิ้นเนื้อผ่านกล้องอัลตราซาวด์,EUS with Fine Needle Aspiration (FNA),Surgery,65000,110000,Bangkok,private,AI-Enriched-2026
END-348,การตรวจวินิจฉัยลำไส้เล็กด้วยแคปซูล,Capsule Endoscopy,Diagnostic Imaging,25000,35000,National,public,AI-Enriched-2026
END-349,การตรวจวินิจฉัยลำไส้เล็กด้วยแคปซูล,Capsule Endoscopy,Diagnostic Imaging,55000,90000,Bangkok,private,AI-Enriched-2026
END-350,การส่องกล้องตรวจลำไส้เล็กแบบใช้บอลลูนคู่,Double Balloon Enteroscopy,Diagnostic Imaging,15000,25000,National,public,AI-Enriched-2026
END-351,การส่องกล้องตรวจลำไส้เล็กแบบใช้บอลลูนคู่,Double Balloon Enteroscopy,Diagnostic Imaging,75000,130000,Bangkok,private,AI-Enriched-2026
END-352,การตัดเลาะพังผืดใต้ชั้นเมือกผ่านกล้อง,Endoscopic Submucosal Dissection (ESD),Surgery,30000,55000,National,public,AI-Enriched-2026
END-353,การตัดเลาะพังผืดใต้ชั้นเมือกผ่านกล้อง,Endoscopic Submucosal Dissection (ESD),Surgery,150000,280000,Bangkok,private,AI-Enriched-2026
END-354,การตัดติ่งเนื้อขนาดใหญ่ในทางเดินอาหารผ่านกล้อง,Endoscopic Mucosal Resection (EMR),Surgery,15000,25000,National,public,AI-Enriched-2026
END-355,การตัดติ่งเนื้อขนาดใหญ่ในทางเดินอาหารผ่านกล้อง,Endoscopic Mucosal Resection (EMR),Surgery,65000,110000,Bangkok,private,AI-Enriched-2026
END-356,การตรวจวัดการบีบตัวของหลอดอาหารความละเอียดสูง,High Resolution Esophageal Manometry,Diagnostic Imaging,5000,8000,National,public,AI-Enriched-2026
END-357,การตรวจวัดการบีบตัวของหลอดอาหารความละเอียดสูง,High Resolution Esophageal Manometry,Diagnostic Imaging,18000,30000,Bangkok,private,AI-Enriched-2026
END-358,การตรวจวัดความเป็นกรดด่างในหลอดอาหาร 24 ชม.,24-hour Esophageal pH Monitoring,Diagnostic Imaging,6000,10000,National,public,AI-Enriched-2026
END-359,การตรวจวัดความเป็นกรดด่างในหลอดอาหาร 24 ชม.,24-hour Esophageal pH Monitoring,Diagnostic Imaging,22000,38000,Bangkok,private,AI-Enriched-2026
END-360,การรักษาภาวะเลือดออกในทางเดินอาหารด้วยก๊าซอาร์กอน,Argon Plasma Coagulation (APC),Therapeutic,7000,12000,National,public,AI-Enriched-2026
END-361,การรักษาภาวะเลือดออกในทางเดินอาหารด้วยก๊าซอาร์กอน,Argon Plasma Coagulation (APC),Therapeutic,35000,60000,Bangkok,private,AI-Enriched-2026
GS-311,การผ่าตัดไส้ติ่งแบบเปิด,Open Appendectomy,Surgery,15000,28000,National,public,AI-Enriched-2026
GS-312,การผ่าตัดไส้ติ่งผ่านกล้อง,Laparoscopic Appendectomy,Surgery,120000,250000,Bangkok,private,AI-Enriched-2026
GS-313,การผ่าตัดถุงน้ำดีแบบเปิด,Open Cholecystectomy,Surgery,25000,45000,National,public,AI-Enriched-2026
GS-314,การผ่าตัดถุงน้ำดีผ่านกล้อง,Laparoscopic Cholecystectomy,Surgery,150000,380000,Bangkok,private,AI-Enriched-2026
GS-315,การผ่าตัดไส้เลื่อนขาหนีบข้างเดียวแบบเปิด,Open Unilateral Inguinal Hernia Repair,Surgery,12000,22000,National,public,AI-Enriched-2026
GS-316,การผ่าตัดไส้เลื่อนขาหนีบผ่านกล้อง,Laparoscopic Inguinal Hernia Repair,Surgery,160000,320000,Bangkok,private,AI-Enriched-2026
GS-317,การผ่าตัดไส้เลื่อนที่สะดือ,Umbilical Hernia Repair,Surgery,10000,18000,National,public,AI-Enriched-2026
GS-318,การผ่าตัดไส้เลื่อนแผลผ่าตัดเดิม,Incisional Hernia Repair,Surgery,85000,150000,Bangkok,private,AI-Enriched-2026
GS-319,การผ่าตัดไส้เลื่อนขาหนีบสองข้างแบบเปิด,Open Bilateral Inguinal Hernia Repair,Surgery,18000,35000,National,public,AI-Enriched-2026
GS-320,การผ่าตัดตกแต่งบาดแผลขนาดใหญ่,Major Wound Debridement,Therapeutic,3500,8500,National,public,AI-Enriched-2026
GS-321,การเย็บซ่อมแผลระดับซับซ้อน,Complex Wound Suture,Surgery,5000,15000,Bangkok,private,AI-Enriched-2026
GS-322,การผ่าตัดขูดเนื้อตายจากแผลไฟไหม้,Debridement of Burn Wound,Therapeutic,4500,12000,National,public,AI-Enriched-2026
GS-323,การผ่าตัดระบายฝีหนองลึก,Incision and Drainage of Deep Abscess,Surgery,15000,45000,Bangkok,private,AI-Enriched-2026
GS-324,การทำความสะอาดแผลกดทับขนาดใหญ่,Extensive Pressure Sore Debridement,Therapeutic,6000,14000,National,public,AI-Enriched-2026
GS-325,การผ่าตัดไส้ติ่งในกรณีมีภาวะแทรกซ้อน,Appendectomy for Perforated Appendix,Surgery,22000,40000,National,public,AI-Enriched-2026
GS-326,การผ่าตัดเล็บขบแบบถอนเล็บทั้งหมด,Complete Nail Avulsion,Surgery,1500,4500,National,public,AI-Enriched-2026
GS-327,การผ่าตัดเล็บขบร่วมกับการตกแต่งฐานเล็บ,Wedge Resection of Ingrown Toenail,Surgery,8000,18000,Bangkok,private,AI-Enriched-2026
GS-328,การตัดชิ้นเนื้อจากก้อนที่ผิวหนัง,Skin Biopsy,Diagnostic Imaging,2000,5500,National,public,AI-Enriched-2026
GS-329,การผ่าตัดเอาถุงน้ำ Sebaceous ออก,Excision of Sebaceous Cyst,Surgery,3500,9000,National,public,AI-Enriched-2026
GS-330,การผ่าตัดริดสีดวงทวารแบบปกติ,Conventional Hemorrhoidectomy,Surgery,15000,30000,National,public,AI-Enriched-2026
GS-331,การผ่าตัดริดสีดวงทวารด้วยเครื่องตัดเย็บอัตโนมัติ,Stapled Hemorrhoidopexy,Surgery,95000,180000,Bangkok,private,AI-Enriched-2026
GS-332,การผ่าตัดไส้เลื่อนหน้าท้องขนาดใหญ่,Large Ventral Hernia Repair,Surgery,45000,85000,National,public,AI-Enriched-2026
GS-333,การผ่าตัดผ่านทางหน้าท้องเพื่อสำรวจ,Exploratory Laparotomy,Surgery,35000,65000,National,public,AI-Enriched-2026
GS-334,การผ่าตัดไทรอยด์ข้างเดียว,Unilateral Thyroidectomy,Surgery,120000,220000,Bangkok,private,AI-Enriched-2026
GS-335,การผ่าตัดไทรอยด์ทั้งหมด,Total Thyroidectomy,Surgery,180000,350000,Bangkok,private,AI-Enriched-2026
GS-336,การเจาะท้องเพื่อระบายของเหลว,Abdominal Paracentesis,Therapeutic,800,2500,National,public,AI-Enriched-2026
GS-337,การผ่าตัดเส้นเลือดขอดที่ขา,Varicose Vein Excision,Surgery,45000,95000,Bangkok,private,AI-Enriched-2026
GS-338,การผ่าตัดเปลี่ยนท่อให้อาหารทางหน้าท้อง,Gastrostomy Tube Replacement,Therapeutic,3000,8000,National,public,AI-Enriched-2026
GS-339,การผ่าตัดถอนเข็มหรือโลหะหลังผ่าตัด,Removal of Surgical Implants,Surgery,25000,60000,Bangkok,private,AI-Enriched-2026
GS-340,การล้างช่องท้องในกรณีเยื่อบุช่องท้องอักเสบ,Peritoneal Lavage for Peritonitis,Surgery,25000,45000,National,public,AI-Enriched-2026
GS-341,การผ่าตัดก้อนเนื้อที่เต้านม,Breast Lumpectomy,Surgery,60000,120000,Bangkok,private,AI-Enriched-2026
GS-342,การผ่าตัดเต้านมออกทั้งหมด,Total Mastectomy,Surgery,45000,85000,National,public,AI-Enriched-2026
GS-343,การผ่าตัดลำไส้ใหญ่และทำทวารเทียม,Colectomy with Colostomy,Surgery,220000,450000,Bangkok,private,AI-Enriched-2026
GS-344,การเย็บแผลทะลุของกระเพาะอาหาร,Repair of Perforated Peptic Ulcer,Surgery,30000,55000,National,public,AI-Enriched-2026
GS-345,การผ่าตัดต่อมน้ำเหลืองที่ขาหนีบ,Inguinal Lymphadenectomy,Surgery,15000,32000,National,public,AI-Enriched-2026
GS-346,การเย็บซ่อมแผลฉีกขาดของลำไส้เล็ก,Repair of Small Bowel Laceration,Surgery,85000,180000,Bangkok,private,AI-Enriched-2026
GS-347,การผ่าตัดเนื้องอกไขมันขนาดใหญ่,Excision of Large Lipoma,Surgery,12000,35000,Bangkok,private,AI-Enriched-2026
GS-348,การขัดล้างแผลติดเชื้อรุนแรง,Debridement of Necrotizing Fasciitis,Therapeutic,15000,45000,National,public,AI-Enriched-2026
GS-349,การตกแต่งบาดแผลเบาหวานที่เท้า,Diabetic Foot Wound Debridement,Therapeutic,2500,7500,National,public,AI-Enriched-2026
GS-350,การเย็บแผลฉีกขาดระดับตื้น,Simple Wound Suturing,Therapeutic,500,1500,National,public,AI-Enriched-2026
GS-351,การผ่าตัดเยื่อบุช่องท้องอักเสบ,Laparotomy for Peritonitis,Surgery,180000,350000,Bangkok,private,AI-Enriched-2026
GS-352,การผ่าตัดริดสีดวงทวารด้วยเลเซอร์,Laser Hemorrhoidoplasty,Surgery,85000,150000,Bangkok,private,AI-Enriched-2026
GS-353,การผ่าตัดไส้เลื่อนต้นขา,Femoral Hernia Repair,Surgery,15000,28000,National,public,AI-Enriched-2026
GS-354,การผ่าตัดฝีคัณฑสูตร,Fistulectomy,Surgery,25000,55000,Bangkok,private,AI-Enriched-2026
GS-355,การลอกพังผืดในช่องท้อง,Lysis of Peritoneal Adhesions,Surgery,45000,95000,National,public,AI-Enriched-2026
GS-356,การผ่าตัดม้าม,Splenectomy,Surgery,150000,300000,Bangkok,private,AI-Enriched-2026
GS-357,การเย็บซ่อมแผลที่ตับ,Hepatorrhaphy,Surgery,60000,120000,National,public,AI-Enriched-2026
GS-358,การผ่าตัดก้อนเนื้องอกที่ลำไส้เล็ก,Small Bowel Tumor Excision,Surgery,180000,400000,Bangkok,private,AI-Enriched-2026
GS-359,การปิดทวารเทียม,Closure of Colostomy,Surgery,45000,85000,National,public,AI-Enriched-2026
GS-360,การตกแต่งแผลเรื้อรังระดับซับซ้อน,Complex Chronic Wound Care,Therapeutic,4500,12000,National,public,AI-Enriched-2026
ORT-311,การผ่าตัดเปลี่ยนข้อสะโพกเทียมแบบทั้งหมด (ข้างเดียว),Total Hip Replacement (Unilateral),Surgery,250000,480000,Bangkok,private,AI-Enriched-2026
ORT-312,การผ่าตัดเปลี่ยนข้อสะโพกเทียมแบบทั้งหมด (สองข้าง),Total Hip Replacement (Bilateral),Surgery,450000,850000,Bangkok,private,AI-Enriched-2026
ORT-313,การผ่าตัดเปลี่ยนข้อเข่าเทียมแบบทั้งหมด (ข้างเดียว),Total Knee Replacement (Unilateral),Surgery,220000,420000,Bangkok,private,AI-Enriched-2026
ORT-314,การผ่าตัดเปลี่ยนข้อเข่าเทียมแบบทั้งหมด (สองข้าง),Total Knee Replacement (Bilateral),Surgery,400000,750000,Bangkok,private,AI-Enriched-2026
ORT-315,การผ่าตัดส่องกล้องซ่อมแซมเอ็นไขว้หน้าเข่า,Arthroscopic ACL Reconstruction,Surgery,120000,250000,Bangkok,private,AI-Enriched-2026
ORT-316,การผ่าตัดส่องกล้องตัดหมอนรองกระดูกเข่า,Arthroscopic Meniscectomy,Surgery,850000,150000,Bangkok,private,AI-Enriched-2026
ORT-317,การส่องกล้องขยายช่องใต้กระดูกหัวไหล่,Arthroscopic Subacromial Decompression,Surgery,110000,190000,Bangkok,private,AI-Enriched-2026
ORT-318,การผ่าตัดส่องกล้องซ่อมแซมเอ็นรอบข้อไหล่,Arthroscopic Rotator Cuff Repair,Surgery,160000,280000,Bangkok,private,AI-Enriched-2026
ORT-319,การผ่าตัดจัดกระดูกและยึดตรึงด้วยแผ่นโลหะที่กระดูกต้นขา,ORIF Femur with Plate and Screws,Surgery,150000,280000,Bangkok,private,AI-Enriched-2026
ORT-320,การผ่าตัดจัดกระดูกและยึดตรึงด้วยแผ่นโลหะที่กระดูกหน้าแข้ง,ORIF Tibia with Plate and Screws,Surgery,110000,210000,Bangkok,private,AI-Enriched-2026
ORT-321,การผ่าตัดยึดตรึงกระดูกแขนส่วนบนด้วยโลหะ,ORIF Humerus,Surgery,35000,75000,National,public,AI-Enriched-2026
ORT-322,การผ่าตัดยึดตรึงกระดูกปลายแขนด้วยโลหะ,ORIF Radius/Ulna,Surgery,28000,65000,National,public,AI-Enriched-2026
ORT-323,การใส่แกนโลหะในโพรงกระดูกต้นขา,Intramedullary Nailing Femur,Surgery,45000,95000,National,public,AI-Enriched-2026
ORT-324,การใส่แกนโลหะในโพรงกระดูกหน้าแข้ง,Intramedullary Nailing Tibia,Surgery,40000,85000,National,public,AI-Enriched-2026
ORT-325,การผ่าตัดเปิดเพื่อแต่งหมอนรองกระดูก,Open Meniscectomy,Surgery,15000,35000,National,public,AI-Enriched-2026
ORT-326,การส่องกล้องทำความสะอาดข้อเท้า,Arthroscopic Ankle Debridement,Surgery,25000,55000,National,public,AI-Enriched-2026
ORT-327,การผ่าตัดเชื่อมข้อสันหลังระดับเดียว,Spinal Fusion (Single Level),Surgery,95000,180000,National,public,AI-Enriched-2026
ORT-328,การผ่าตัดเชื่อมข้อสันหลังหลายระดับ,Spinal Fusion (Multi Level),Surgery,150000,350000,National,public,AI-Enriched-2026
ORT-329,การผ่าตัดเปิดโพรงกระดูกสันหลัง,Laminectomy,Surgery,45000,95000,National,public,AI-Enriched-2026
ORT-330,การผ่าตัดหมอนรองกระดูกทับเส้นประสาท,Discectomy,Surgery,40000,85000,National,public,AI-Enriched-2026
ORT-331,การผ่าตัดขยายช่องเส้นประสาทที่ข้อมือ,Carpal Tunnel Release (Open),Surgery,25000,45000,National,private,AI-Enriched-2026
ORT-332,การส่องกล้องขยายช่องเส้นประสาทข้อมือ,Endoscopic Carpal Tunnel Release,Surgery,45000,75000,National,private,AI-Enriched-2026
ORT-333,การผ่าตัดรักษาโรคนิ้วล็อก,Trigger Finger Release,Surgery,8500,18000,National,private,AI-Enriched-2026
ORT-334,การยึดตรึงกระดูกด้วยอุปกรณ์ภายนอก,External Fixation (Long Bone),Surgery,55000,110000,National,private,AI-Enriched-2026
ORT-335,การผ่าตัดเอาแผ่นและสกรูยึดกระดูกออก,Hardware Removal (Plate and Screws),Surgery,35000,65000,National,private,AI-Enriched-2026
ORT-336,การผ่าตัดเอาแกนโลหะในโพรงกระดูกออก,Hardware Removal (IM Nail),Surgery,45000,85000,National,private,AI-Enriched-2026
ORT-337,การผ่าตัดแก้ไขนิ้วหัวแม่เท้าเก,Bunionectomy,Surgery,65000,130000,National,private,AI-Enriched-2026
ORT-338,การผ่าตัดเย็บซ่อมเอ็นร้อยหวาย,Achilles Tendon Repair,Surgery,75000,145000,National,private,AI-Enriched-2026
ORT-339,การผ่าตัดเปลี่ยนข้อสะโพกเทียมบางส่วน,Hip Hemiarthroplasty,Surgery,180000,320000,National,private,AI-Enriched-2026
ORT-340,การผ่าตัดเปลี่ยนข้อไหล่เทียมบางส่วน,Shoulder Hemiarthroplasty,Surgery,200000,350000,National,private,AI-Enriched-2026
ORT-341,การผ่าตัดเปลี่ยนข้อไหล่เทียมแบบย้อนกลับ,Reverse Total Shoulder Arthroplasty,Surgery,180000,320000,Bangkok,public,AI-Enriched-2026
ORT-342,การส่องกล้องซ่อมแซมขอบเบ้าหัวไหล่,Bankart Repair (Arthroscopic),Surgery,65000,110000,Bangkok,public,AI-Enriched-2026
ORT-343,การส่องกล้องซ่อมแซมเส้นเอ็นยึดขอบเบ้าไหล่,SLAP Repair (Arthroscopic),Surgery,70000,125000,Bangkok,public,AI-Enriched-2026
ORT-344,การผ่าตัดปรับมุมกระดูกหน้าแข้ง,Osteotomy (Proximal Tibial),Surgery,45000,85000,Bangkok,public,AI-Enriched-2026
ORT-345,การผ่าตัดเชื่อมข้อเท้า,Ankle Arthrodesis,Surgery,40000,75000,Bangkok,public,AI-Enriched-2026
ORT-346,การผ่าตัดถุงน้ำใต้กระดูกจะงอยไหล่,Subacromial Bursectomy,Surgery,25000,55000,Bangkok,public,AI-Enriched-2026
ORT-347,การผ่าตัดเลาะถุงน้ำที่ข้อมือ,Excision of Ganglion Cyst,Surgery,12000,28000,Bangkok,public,AI-Enriched-2026
ORT-348,การผ่าตัดตัดขาเหนือเข่า,Amputation (Above Knee),Surgery,35000,70000,Bangkok,public,AI-Enriched-2026
ORT-349,การผ่าตัดตัดขาใต้เข่า,Amputation (Below Knee),Surgery,30000,60000,Bangkok,public,AI-Enriched-2026
ORT-350,การผ่าตัดเปิดเนื้อเยื่อหุ้มกล้ามเนื้อเพื่อลดแรงดัน,Fasciotomy (Compartment Syndrome),Surgery,20000,45000,Bangkok,public,AI-Enriched-2026
ORT-351,การผ่าตัดเปลี่ยนแนวกระดูกหน้าแข้งส่วนบน,High Tibial Osteotomy,Surgery,150000,280000,Bangkok,private,AI-Enriched-2026
ORT-352,การผ่าตัดยึดตรึงกระดูกสะบ้า,Patellar Fracture Fixation,Surgery,95000,180000,Bangkok,private,AI-Enriched-2026
